measured,latency_ns,http_status,error_code,trade_id
false,61931917,200,,1279
false,15793334,200,,1276
false,86352583,200,,1277
false,64575875,200,,1278
false,65473708,200,,1281
false,61890625,200,,1282
false,61862917,200,,1280
false,61694250,200,,1284
false,55126667,200,,1283
false,68706375,200,,1287
false,68188750,200,,1286
false,69459166,200,,1285
false,23285583,200,,1289
false,106620667,200,,1288
false,80466625,200,,1290
false,83327792,200,,1291
false,20175125,200,,1308
false,75780042,200,,1305
false,28573958,200,,1297
false,20413083,200,,1307
false,72694709,200,,1312
false,30224250,200,,1294
false,26139375,200,,1303
false,22354750,200,,1309
false,89505917,200,,1292
false,90465084,200,,1295
false,76489542,200,,1302
false,73305000,200,,1296
false,74056542,200,,1311
false,119476667,200,,1299
false,21849459,200,,1310
false,27993250,200,,1300
